doc_id,term_density,numeric_density,abbreviation_ratio,redundancy_ratio,sentence_length_cv,short_sentence_ratio,long_sentence_ratio,question_ratio,formulaic_open_ratio,avg_word_length
https://doi.org/10.1108/acmm-02-2018-1900,0.014778325123152709,0.5,0.009852216748768473,0.0,0.49352132606330557,0.0,0.3333333333333333,0.0,0.0,5.364532019704433
https://doi.org/10.1108/acmm-05-2018-1941,0.024096385542168676,0.25925925925925924,0.030120481927710843,0.004016064257028112,0.46436367085787394,0.037037037037037035,0.037037037037037035,0.0,0.037037037037037035,5.198795180722891
https://doi.org/10.1108/acmm-06-2018-1958,0.02952029520295203,0.35294117647058826,0.03690036900369004,0.0036900369003690036,0.27509961357366497,0.0,0.0,0.0,0.058823529411764705,5.7749077490774905
https://doi.org/10.1108/acmm-08-2017-1824,0.01507537688442211,0.18181818181818182,0.04522613065326633,0.005025125628140704,0.5703019481049691,0.09090909090909091,0.09090909090909091,0.0,0.0,6.432160804020101
https://doi.org/10.1108/acmm-05-2018-1928,0.021739130434782608,0.0,0.04782608695652174,0.004347826086956522,0.4938563960166745,0.0,0.18181818181818182,0.0,0.0,5.8478260869565215
https://doi.org/10.1108/acmm-10-2017-1857,0.0196078431372549,0.25,0.0,0.006535947712418301,0.3598334538170145,0.0,0.0,0.0,0.125,5.993464052287582
https://doi.org/10.1108/acmm-12-2017-1874,0.02694610778443114,0.25,0.038922155688622756,0.0029940119760479044,0.4304302245503461,0.0,0.125,0.0,0.0,5.679640718562874
https://doi.org/10.1108/acmm-05-2018-1937,0.016736401673640166,0.0,0.09623430962343096,0.0041841004184100415,0.37085388796921076,0.0,0.09090909090909091,0.0,0.0,5.861924686192468
https://doi.org/10.1108/acmm-02-2018-1901,0.01818181818181818,0.4,0.024242424242424242,0.012121212121212121,0.6651497894641796,0.3,0.1,0.0,0.0,5.6
https://doi.org/10.1108/acmm-11-2016-1735,0.013227513227513227,0.3333333333333333,0.018518518518518517,0.0026455026455026454,0.476278651448373,0.0,0.3333333333333333,0.0,0.0,5.833333333333333
https://doi.org/10.1108/acmm-12-2017-1867,0.02631578947368421,0.0,0.039473684210526314,0.006578947368421052,0.19648927004036942,0.0,0.0,0.0,0.14285714285714285,6.046052631578948
https://doi.org/10.1108/acmm-04-2018-1922,0.020161290322580645,0.5555555555555556,0.12096774193548387,0.008064516129032258,0.2352572926744326,0.0,0.1111111111111111,0.0,0.0,6.104838709677419
https://doi.org/10.1108/acmm-03-2018-1913,0.015544041450777202,0.1,0.031088082901554404,0.0,0.18399254823383113,0.0,0.0,0.0,0.0,5.849740932642487
https://doi.org/10.1108/acmm-01-2018-1886,0.02962962962962963,0.3333333333333333,0.05185185185185185,0.007407407407407408,0.4071379580344088,0.0,0.16666666666666666,0.0,0.0,5.451851851851852
https://doi.org/10.1108/acmm-05-2018-1932,0.002857142857142857,0.375,0.0,0.008571428571428572,0.44229457355468244,0.0,0.125,0.0,0.0,6.017142857142857
https://doi.org/10.1108/acmm-05-2018-1942,0.025210084033613446,0.5714285714285714,0.04201680672268908,0.0,0.24355255035612502,0.0,0.0,0.0,0.0,5.563025210084033
https://doi.org/10.1108/acmm-06-2017-1805,0.03088803088803089,0.3333333333333333,0.011583011583011582,0.003861003861003861,0.5925729055904816,0.0,0.08333333333333333,0.0,0.08333333333333333,5.706563706563706
https://doi.org/10.1108/acmm-04-2018-1927,0.01818181818181818,0.125,0.07272727272727272,0.006060606060606061,0.38402440999856696,0.0,0.125,0.0,0.0,5.818181818181818
https://doi.org/10.1108/acmm-03-2017-1770,0.01627906976744186,0.4,0.01627906976744186,0.002325581395348837,0.4958453674764035,0.05,0.1,0.0,0.0,5.660465116279069
https://doi.org/10.1108/acmm-09-2017-1839,0.009009009009009009,0.3,0.02702702702702703,0.0045045045045045045,0.2570332003186866,0.0,0.0,0.0,0.0,6.3108108108108105
https://doi.org/10.1108/acmm-09-2017-1850,0.005509641873278237,0.09090909090909091,0.03581267217630854,0.0027548209366391185,0.374047472672037,0.0,0.36363636363636365,0.0,0.0,5.542699724517906
https://doi.org/10.1108/acmm-05-2018-1935,0.012195121951219513,0.8,0.0,0.006097560975609756,0.25317731087837436,0.0,0.2,0.0,0.0,5.536585365853658
https://doi.org/10.1108/acmm-01-2018-1891,0.018691588785046728,0.36363636363636365,0.014018691588785047,0.004672897196261682,0.29271887408160424,0.09090909090909091,0.0,0.0,0.09090909090909091,6.457943925233645
https://doi.org/10.1108/acmm-09-2017-1847,0.005747126436781609,0.6666666666666666,0.0,0.011494252873563218,0.4199730093435658,0.0,0.16666666666666666,0.0,0.0,5.810344827586207
https://doi.org/10.1108/acmm-07-2018-1977,0.006968641114982578,0.0,0.0313588850174216,0.013937282229965157,0.2404686105641619,0.0,0.0,0.0,0.0,5.7491289198606275
